HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.item_1_condition,Input.field_1_1,Input.item_2_condition,Input.field_2_1,Input.item_3_condition,Input.field_3_1,Input.item_4_condition,Input.field_4_1,Input.item_5_condition,Input.field_5_1,Answer.Choice1,Answer.Choice2,Answer.Choice3,Answer.Choice4,Answer.Choice5,Answer.ChoiceSample1,Answer.ChoiceSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
31MCUE39BLKV0GXW7KKYIGS6RIUG3O,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:40 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:40 PDT 2019,,,3Z4AIRP3C8BDZJC1ZTBK6T9SESJ1XQ,AGA1PIIWM8I8D,Submitted,Sun Apr 28 14:25:02 PDT 2019,Sun Apr 28 14:26:53 PDT 2019,Wed May 01 14:26:53 PDT 2019,,,,111,0% (0/0),0% (0/0),0% (0/0),315,experiment=NPI-env=adverbs-npi=ever-crucial_item=scarcely-licensor=1-scope=1-npi_present=1-paradigm=353-acceptability=1,The adults scarcely ever explain that the girls explored the art gallery.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=801-acceptability=0,A senator can ever say that some guests did date.,experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=0-npi_present=0-paradigm=1902-acceptability=1,The guys who had visited a lot of malls also sell some reports.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=0-npi_present=1-paradigm=5799-acceptability=0,Any actresses had thought that no senators were disagreeing.,5,2,3,6,4,,4,1,0,5,"Mozilla/5.0 (X11; CrOS x86_64 11647.104.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.88 Safari/537.36",x,
3FBEFUUYRL3TN87B4MQMTXTN3EJA6C,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3HPZF4IVNORMMRC9KMM663ZSKV4YCJ,AGNJKSH5LFKXZ,Submitted,Sun Apr 28 14:59:28 PDT 2019,Sun Apr 28 15:01:14 PDT 2019,Wed May 01 15:01:14 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),33,experiment=NPI-env=superlative-npi=ever-crucial_item=cheap-licensor=0-scope=0-npi_present=1-paradigm=286-acceptability=0,The dancers ever return to the cheap hospital that the girls had insulted.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5789-acceptability=0,These students are really imagining that any cars could resemble the banks.,experiment=NPI-env=quantifier-npi=ever-crucial_item=every-licensor=1-scope=1-npi_present=1-paradigm=1394-acceptability=1,Every customer who could ever care for more than three actresses boycotted grocery stores.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=1909-acceptability=1,The drivers wonder whether the boys are lifting reports.,1,2,3,6,3,6,2,1,1,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36",x,
3KI0JD2ZU2GB469DXJE2J6RX26D67H,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3R6BYFZZP9A4PY696SQ5VVDMF2ZXFK,AGRKG3YT3KMD8,Submitted,Sun Apr 28 13:56:44 PDT 2019,Sun Apr 28 13:58:12 PDT 2019,Wed May 01 13:58:12 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),19,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=5722-acceptability=1,These women had imagined that the pedestrians are not standing up.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1490-acceptability=1,These men say that the dancer is fleeing from the museums.,experiment=NPI-env=superlative-npi=ever-crucial_item=cheapest-licensor=1-scope=0-npi_present=1-paradigm=315-acceptability=0,The waitresses ever tour the cheapest restaurants that the students had arrived at.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=994-acceptability=0,The senators had ever thought that no adults will worry.,4,3,2,6,3,5,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.96 Safari/537.36",x,
3T6SSHJUZG8OMALAIBRO7Y7BPDJIII,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,304SM51WA526G08U7GYMDX59LP7SBR,AGYMUF83F5W59,Submitted,Sun Apr 28 14:25:41 PDT 2019,Sun Apr 28 14:26:39 PDT 2019,Wed May 01 14:26:39 PDT 2019,,,,58,0% (0/0),0% (0/0),0% (0/0),249,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=1808-acceptability=1,"If the these cashiers the work with, the men will patients watch children.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=670-acceptability=1,The children say that the teacher obviously examined the books.,experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=1-npi_present=1-paradigm=238-acceptability=1,Every teacher who referenced any teenagers was lifting many glasses.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=new-licensor=0-scope=0-npi_present=1-paradigm=1217-acceptability=0,Any students clean the new chairs that patients have bought.,1,5,1,6,3,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
338GLSUI449T6XMGMFFH8306IJTFSG,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3U84XHCDIEBJWD9ZNTI71CW6YCM4ZY,AH9Y3W3PJGG32,Submitted,Sun Apr 28 13:34:12 PDT 2019,Sun Apr 28 13:35:58 PDT 2019,Wed May 01 13:35:58 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),80,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=216-acceptability=0,The customers say that the students ever ran around the malls.,experiment=NPI-env=superlative-npi=ever-crucial_item=longest-licensor=1-scope=0-npi_present=0-paradigm=100-acceptability=1,The ladies have obviously remembered the longest commentary that the customers have disliked.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=305-acceptability=0,"While the waiter ever dislikes the senators, the drivers will hate the students.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=449-acceptability=1,A student clearly explains that the waiter has sometimes cried.,2,5,4,6,6,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3WA2XVDZENFWDLONKRS8PGJEOTH6E3,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3TMFV4NEPACGLJRWO9ODJKITJWE8WJ,AHSYA4LVSSKRJ,Submitted,Sun Apr 28 13:37:55 PDT 2019,Sun Apr 28 13:39:18 PDT 2019,Wed May 01 13:39:18 PDT 2019,,,,83,0% (0/0),0% (0/0),0% (0/0),49,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=1-paradigm=209-acceptability=0,The actor might ever insult even the commentaries.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5490-acceptability=1,Those doctors said that some cups resemble a girl.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=0-paradigm=1523-acceptability=1,The doctors only hated the teachers.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=every-licensor=1-scope=1-npi_present=0-paradigm=1642-acceptability=1,Every waiter who often observed the actresses might like the glasses.,2,6,6,6,2,6,2,1,1,5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3TL87MO8CNN62KRQ26IGWHMBQPLFL2,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3Y4W8Q93L1IFNPNIF7UXJADGNE9VD2,AI9NJ89EXVDY1,Submitted,Sun Apr 28 13:41:37 PDT 2019,Sun Apr 28 13:42:59 PDT 2019,Wed May 01 13:42:59 PDT 2019,,,,82,0% (0/0),0% (0/0),0% (0/0),57,experiment=NPI-env=only-npi=any-crucial_item=even-licensor=0-scope=1-npi_present=1-paradigm=1589-acceptability=0,Even the customers would reference any reports.,experiment=NPI-env=superlative-npi=any-crucial_item=cheap-licensor=0-scope=1-npi_present=1-paradigm=1848-acceptability=0,The reports talk about the cheap art galleries that any teachers had remembered.,experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=1-npi_present=1-paradigm=1232-acceptability=1,All women who have ever left the hospitals cared for patients.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=691-acceptability=1,"If the waitress ever escapes from the adults, the customers will explore the college campuses.",1,5,4,6,5,,,1,0,5,"Mozilla/5.0 (X11; CrOS x86_64 11647.154.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.114 Safari/537.36",x,
3UL5XDRDNDHJLGEI25W3509SHV885Q,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,31QTRG6Q2VB5GGLDPR8CQ3YZJEHYPV,AIQYM50UD16NJ,Submitted,Sun Apr 28 14:10:01 PDT 2019,Sun Apr 28 14:10:42 PDT 2019,Wed May 01 14:10:42 PDT 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),210,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=1731-acceptability=1,More than three patients who fortunately talk about a lot of children have fled from a lot of guys.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=1359-acceptability=0,Any students only were being at the public parks.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=1199-acceptability=0,"While the pedestrians like the girls, the drivers will leave any art galleries.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=always-licensor=0-scope=1-npi_present=1-paradigm=256-acceptability=0,The dancer always ever thought that a woman lied.,4,2,5,6,5,6,2,1,0,5,"Mozilla/5.0 (Linux; Android 7.0; VS987) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",x,
3MG8450X2P8LCN3EPN6MZYWY5M0PU8,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,2,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 16:44:03 PDT 2019,,,3PJUZCGDJ8E59NEOVYEL50AILV1982,AIWLV0B2J1W9E,Submitted,Sun Apr 28 16:44:55 PDT 2019,Sun Apr 28 16:47:04 PDT 2019,Wed May 01 16:47:04 PDT 2019,,,,129,0% (0/0),0% (0/0),0% (0/0),419,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=1-paradigm=1411-acceptability=0,Any adults only have dropped by the art galleries.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1105-acceptability=1,"If the waiter hates the ladies, the actor will forget the drivers.",experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=1-npi_present=0-paradigm=109-acceptability=1,The waiters sometimes also think that the girls have shouted.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5968-acceptability=1,No cashiers explain that these books resemble the waitresses.,2,4,5,6,4,5,2,1,0,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,x,
356ZPKYPUIF2TWNJZO3B2J2B1ABPY6,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:26 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:26 PDT 2019,,,3PEIJLRY6VR60KS4WH05ZJZMA5NWXF,AJ7NSZOAFP05U,Submitted,Sun Apr 28 13:40:09 PDT 2019,Sun Apr 28 13:41:47 PDT 2019,Wed May 01 13:41:47 PDT 2019,,,,98,0% (0/0),0% (0/0),0% (0/0),481,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=736-acceptability=0,"While the guest ever approaches the children, the adult will skate around the movie theaters.",experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=721-acceptability=1,The person might clearly watch the ladies.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=15-acceptability=1,The people have really often said that the gloves have shrunk.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=5728-acceptability=1,These actresses can really imagine that the boys might examine a movie.,4,6,4,6,4,5,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3IV1AEQ4DSBRSFT3R70X6ASXZW38JC,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:37 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:37 PDT 2019,,,3OCHAWUVGQIF5KYN73H2B85RNYEXKK,AJKA9BKC011F2,Submitted,Sun Apr 28 13:40:48 PDT 2019,Sun Apr 28 13:42:28 PDT 2019,Wed May 01 13:42:28 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),281,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=1948-acceptability=0,"While the teachers criticize the newspaper articles, the waiter will see any books.",experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=1-npi_present=0-paradigm=464-acceptability=1,Even the pedestrians often visited the ladies.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=1709-acceptability=1,The boys have referenced the commentaries.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=none of the-licensor=1-scope=0-npi_present=0-paradigm=587-acceptability=1,The guests should also say that none of the chairs resemble the customers.,3,4,6,6,2,5,1,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36",x,
3BAKUKE49IAQF3SV0R0RTRRGV7RR13,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:42 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:42 PDT 2019,,,3WMINLGALD1LQ9E64G8Q3HHLH4WACG,AJQGWGESKQT4Y,Submitted,Sun Apr 28 13:34:38 PDT 2019,Sun Apr 28 13:36:24 PDT 2019,Wed May 01 13:36:24 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),353,experiment=NPI-env=quantifier-npi=any-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=915-acceptability=1,Any patients who will admire those customers are attacking a lot of children.,experiment=NPI-env=superlative-npi=ever-crucial_item=fast-licensor=0-scope=1-npi_present=0-paradigm=542-acceptability=1,The man criticized the fast adult that the child has fortunately investigated.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=1-npi_present=0-paradigm=1864-acceptability=1,Only the people have arrived at those public parks.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=1-npi_present=1-paradigm=4-acceptability=0,Even the people ever tour the movie theaters.,3,4,5,6,1,5,2,1,1,5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3MVY4USGB7LDGOO6NNL2B0DYYBLISA,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:38 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:38 PDT 2019,,,3SBEHTYCWP1DZUY9CWISH6XNX0JYIG,AJW6Z1IHUT6OD,Submitted,Sun Apr 28 13:43:16 PDT 2019,Sun Apr 28 13:44:51 PDT 2019,Wed May 01 13:44:51 PDT 2019,,,,95,0% (0/0),0% (0/0),0% (0/0),118,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=1-npi_present=0-paradigm=822-acceptability=1,Only the guest should clearly dislike the cafes.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=524-acceptability=1,The doctors had really imagined that the rugs could not resemble a woman.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=406-acceptability=1,The senators wonder whether the person ever took the rugs.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1241-acceptability=0,"While the lady kisses any boys, the patient will visit the girls.",5,1,6,6,1,5,2,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
36818Z1KV4BUQPKTLKSOMUH3TNHA36,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,3NC5L260MQKHVPSH5139CIMT3YWOF8,AK1GE19RT3PK6,Submitted,Sun Apr 28 14:19:27 PDT 2019,Sun Apr 28 14:21:21 PDT 2019,Wed May 01 14:21:21 PDT 2019,,,,114,0% (0/0),0% (0/0),0% (0/0),30,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=39-acceptability=1,"While the actor also boycotts the hospitals, the teenagers will admire the plates.",experiment=NPI-env=superlative-npi=ever-crucial_item=new-licensor=0-scope=0-npi_present=0-paradigm=953-acceptability=1,A patient clearly did walk through the new museums that the teenager has talked about.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=628-acceptability=1,The pedestrians had really clearly imagined that an report is praising the customer.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=1341-acceptability=1,Was the boy exploring the grocery stores?,4,6,1,6,6,6,1,1,0,5,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3OREP8RUT3903B19MDZ40ZQIFA7GBF,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:42 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:42 PDT 2019,,,3IAEQB9FMGIS2ENN5HZT5CWUUNCDWV,AK7FDS2KRJZLA,Submitted,Sun Apr 28 13:45:12 PDT 2019,Sun Apr 28 13:45:37 PDT 2019,Wed May 01 13:45:37 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),340,experiment=NPI-env=adverbs-npi=any-crucial_item=barely-licensor=1-scope=0-npi_present=1-paradigm=1808-acceptability=0,The boys who barely scan documentaries tour any restaurants.,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=1-paradigm=984-acceptability=0,The guy ever talks to even the teachers.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=317-acceptability=0,The customers had ever thought that some students visited the gals.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=5512-acceptability=0,Any women could think that these books would not resemble the cup.,3,3,3,6,3,5,5,1,1,5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3V8JSVE8YZOYW5YTQAN08737N39YEU,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:25 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:25 PDT 2019,,,34J10VATJHW4QS7NLM1Y4KULYR6IQ1,AKC90OYLRWKVW,Submitted,Sun Apr 28 14:12:45 PDT 2019,Sun Apr 28 14:14:53 PDT 2019,Wed May 01 14:14:53 PDT 2019,,,,128,0% (0/0),0% (0/0),0% (0/0),453,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=1415-acceptability=1,Will the people watch any customers?,experiment=NPI-env=superlative-npi=any-crucial_item=bad-licensor=0-scope=1-npi_present=1-paradigm=1150-acceptability=0,The guys were bringing the bad newspaper article that any ladies have brought.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=0-npi_present=0-paradigm=18-acceptability=1,The woman can often imagine that a documentary has not talked about the restaurant.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=1836-acceptability=1,The actresses wonder whether the doctor had sold any shoes.,5,1,4,6,5,6,2,1,1,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",x,
3PUV2Q8SV52XRRRIKNYWUENL2IRBD0,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:44 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:44 PDT 2019,,,3OJSZ2ATDUUI8M7TI39YFK9LOF575F,AKINCNYO0R4NH,Submitted,Sun Apr 28 13:42:43 PDT 2019,Sun Apr 28 13:44:27 PDT 2019,Wed May 01 13:44:27 PDT 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),364,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=none of the-licensor=1-scope=0-npi_present=1-paradigm=5171-acceptability=0,Any pedestrians thought that no forks did resemble a dress.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=423-acceptability=1,The children wonder whether the teenager ever could boycott the restaurants.,experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=768-acceptability=1,Some student who boycotted the art galleries has referenced the doctors.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=1-npi_present=1-paradigm=201-acceptability=0,An adult often ever explains that the waitress responded.,1,5,4,6,1,,,1,0,5,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
