item_1_condition,field_1_1,item_2_condition,field_2_1,item_3_condition,field_3_1,item_4_condition,field_4_1,item_5_condition,field_5_1,list
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5512-acceptability=0,"From what the actress heard, some children explain that any senators can attack the men.",experiment=NPI-env=superlative-npi=ever-crucial_item=youngest-licensor=1-scope=1-npi_present=0-paradigm=258-acceptability=1,The girls had loved the youngest boys that the guys have clearly observed.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1118-acceptability=1,"While the adults praise those plays, the customers will remember the high schools.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=any-crucial_item=scarcely-licensor=1-scope=1-npi_present=1-paradigm=1271-acceptability=1,A person who has scarcely visited any high schools drops by movie theaters.,75
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5228-acceptability=1,"According to the boy, the drivers explained that some senators had replied.",experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=0-npi_present=1-paradigm=1747-acceptability=0,"As the patient knows, any children even have escaped from the actors.",experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=5089-acceptability=0,Any dancers are explaining that the reports can not talk about the man.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=fast-licensor=0-scope=0-npi_present=1-paradigm=1449-acceptability=0,Any pamphlets described the fast senators that patients had cared for.,76
experiment=NPI-env=superlative-npi=any-crucial_item=bad-licensor=0-scope=0-npi_present=0-paradigm=1256-acceptability=1,These girls leave the bad pedestrians that actresses have seen.,experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=0-npi_present=0-paradigm=1409-acceptability=1,The guests who often criticize art galleries criticized the museums.,experiment=NPI-env=adverbs-npi=ever-crucial_item=barely-licensor=1-scope=1-npi_present=1-paradigm=498-acceptability=1,The teenager barely ever explained that the children have stood up.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=135-acceptability=1,"According to the dancer, no guests had clearly said that the senators can mutter.",77
experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=346-acceptability=0,"In the guest's opinion, a senator has ever bought only the pants.",experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5718-acceptability=0,The cashiers should really say that any commentaries should reference an adult.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1016-acceptability=0,"While the waiters arrive at any schools, the students will know the adults.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=newest-licensor=1-scope=0-npi_present=1-paradigm=1417-acceptability=0,Any girls admired the newest dishes that teachers have admired.,78
experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=5141-acceptability=0,Any pedestrians would say that these children can not work with the teachers.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=1415-acceptability=1,"If the doctors bike to the schools, the guest will respect those guys.",experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=3369-acceptability=1,Can the teachers exit any hospitals?,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=846-acceptability=1,A boy might not ever explain that a customer has escaped from a pedestrian.,79
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=1655-acceptability=0,Any actresses wonder whether the student has arrived at public parks.,experiment=NPI-env=superlative-npi=any-crucial_item=smallest-licensor=1-scope=1-npi_present=1-paradigm=1226-acceptability=1,The teachers remember the smallest guests that any customers had kissed.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=243-acceptability=0,"While the guest ever works with the doctors, the waitresses will talk about the women.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=191-acceptability=1,The guys will not ever think that the people will take the dishes.,80
experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=860-acceptability=1,"If the teenagers ever praise the students, the children will criticize the books.",experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=0-npi_present=1-paradigm=499-acceptability=0,Every waitress who was working with more than three dancers was passing any museums.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=392-acceptability=1,The children have clearly explored the malls.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=1862-acceptability=1,The teenagers wonder whether the patient is describing those newspaper articles.,81
experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=649-acceptability=0,The teenagers ever say that the pedestrians clean the couches.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=1134-acceptability=0,"If the patients approach the guests, the waitresses will escape from any restaurants.",experiment=NPI-env=adverbs-npi=any-crucial_item=sometimes-licensor=0-scope=0-npi_present=1-paradigm=1258-acceptability=0,The children who have sometimes talked about senators talked to any people.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=long-licensor=0-scope=1-npi_present=0-paradigm=1537-acceptability=1,The senators should praise the long commentaries that the senators have hated.,82
experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=893-acceptability=1,The patients obviously wonder whether the student might tour the movie theaters.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=0-paradigm=610-acceptability=1,The man clearly imagined that a guy had sometimes listened to the teenagers.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=5033-acceptability=1,"From what the woman heard, no men thought that any documentaries had insulted the library.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=326-acceptability=0,The guests had really ever imagined that the doctors had broken the plates.,83
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=5665-acceptability=0,"According to the pedestrian, any guys say that no shoes shrink.",experiment=NPI-env=adverbs-npi=any-crucial_item=sometimes-licensor=0-scope=1-npi_present=1-paradigm=1217-acceptability=0,The drivers who would sometimes go to any libraries had discussed high schools.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=1-npi_present=1-paradigm=1835-acceptability=0,"In the man's opinion, even the cashiers approach any teenagers.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=1506-acceptability=1,The cashiers listened to the worst people that these patients had cared for.,84
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1850-acceptability=1,The cashiers say that the actor does return to the cafes.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=145-acceptability=0,"While the customer ever listens to the men, the pedestrian will boycott the libraries.",experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=0-paradigm=5478-acceptability=1,The pedestrians had said that the teenagers have really investigated the cafes.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=0-npi_present=0-paradigm=831-acceptability=1,The senators often returned to the biggest college campus that the pedestrians had criticized.,85
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1388-acceptability=1,The ladies say that the customers were selling the forks.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=585-acceptability=1,The people wonder whether the pedestrian ever watched the pedestrians.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=0-npi_present=0-paradigm=1654-acceptability=1,"According to the pedestrian, those teenagers only can help the women.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=55-acceptability=0,"In the teacher's opinion, an actor can ever say that no glasses had shrunk.",86
experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=1583-acceptability=0,"From what the man heard, any guys only reference the students.",experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=326-acceptability=0,"If the dancers are at the museums, the boys will ever hate the actors.",experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1006-acceptability=0,The adults say that the children see any dancers.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=cheapest-licensor=1-scope=1-npi_present=0-paradigm=957-acceptability=1,A woman passed the cheapest mall that the driver has fortunately investigated.,87
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=1413-acceptability=1,The doctors wonder whether the actor has kissed these customers.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=1203-acceptability=0,"While the children hate the waitresses, the actors will approach any dancers.",experiment=NPI-env=superlative-npi=any-crucial_item=cheap-licensor=0-scope=1-npi_present=0-paradigm=1919-acceptability=1,The dancers took the cheap cups that the guests have sold.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=ever-crucial_item=rarely-licensor=1-scope=1-npi_present=1-paradigm=674-acceptability=1,The boys rarely ever said that the drivers fled from the libraries.,88
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1778-acceptability=0,Any drivers say that the teenagers were wearing the pants.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=1790-acceptability=1,"As the waiter knows, these children even skated around the college campuses.",experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=760-acceptability=1,Some person who had loved more than three waitresses can bring those glasses.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=196-acceptability=1,"If the child often criticizes the stories, the teachers will watch the doctors.",89
experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=1848-acceptability=0,Any men wonder whether the teacher observed senators.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1556-acceptability=1,"While the guest listens to the girls, the ladies will love those guys.",experiment=NPI-env=quantifier-npi=any-crucial_item=more than three-licensor=0-scope=1-npi_present=1-paradigm=71-acceptability=0,More than three teenagers who were buying any pants have forgotten reports.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=longest-licensor=1-scope=1-npi_present=1-paradigm=717-acceptability=1,The men could hate the longest book that the guy had ever talked about.,90
experiment=NPI-env=superlative-npi=ever-crucial_item=new-licensor=0-scope=0-npi_present=1-paradigm=362-acceptability=0,The women ever break the new dishes that the people had cleaned.,experiment=NPI-env=quantifier-npi=any-crucial_item=the-licensor=0-scope=1-npi_present=0-paradigm=420-acceptability=1,The woman who helps those guys can kiss students.,experiment=NPI-env=quantifier-npi=ever-crucial_item=each-licensor=1-scope=1-npi_present=1-paradigm=1426-acceptability=1,Each patient who can ever buy the cups might sell more than three reports.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=youngest-licensor=1-scope=0-npi_present=0-paradigm=1511-acceptability=1,The adults are fleeing from the youngest women that people had observed.,91
experiment=NPI-env=quantifier-npi=any-crucial_item=all-licensor=1-scope=1-npi_present=1-paradigm=523-acceptability=1,All customers who did watch any guests explore many high schools.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=1951-acceptability=1,The customers wonder whether the guy was attacking those students.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=632-acceptability=1,"In the adult's opinion, some waitresses might clearly say that the students struggle.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=231-acceptability=0,"While the waitresses ever investigate the children, the actors will criticize the cashiers.",92
experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=0-npi_present=0-paradigm=1066-acceptability=1,All men who do examine a lot of stories fortunately return to many women.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=275-acceptability=0,"While the teacher walks through the movie theaters, the actresses will ever like the drivers.",experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=1760-acceptability=1,"If the cashier insults any women, the waitress will bike to the college campuses.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1353-acceptability=0,The adults say that the doctors pass any malls.,93
experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=1013-acceptability=1,"According to the waiter, these teachers even were skated around the banks.",experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=1-npi_present=0-paradigm=464-acceptability=1,The patients often obviously thought that the drivers had cried.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=619-acceptability=0,"From what the guest heard, the adults ever do imagine that some women discussed the movie theater.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=1342-acceptability=1,The cashiers wonder whether the guests were biking to any banks.,94
experiment=NPI-env=superlative-npi=any-crucial_item=nicest-licensor=1-scope=0-npi_present=1-paradigm=1675-acceptability=0,Any actresses remember the nicest waiter that brochures had insulted.,experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=0-npi_present=0-paradigm=1208-acceptability=1,All adults who visit some girls have also been at some museums.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=0-npi_present=1-paradigm=831-acceptability=0,The person ever thought that the men had sometimes debated.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=440-acceptability=1,The girls often wonder whether the teachers might work with the cashiers.,95
experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=184-acceptability=1,The people say that the students also had arrived at the malls.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5442-acceptability=1,"Just as the actress said, no patients might think that these books described the children.",experiment=NPI-env=superlative-npi=ever-crucial_item=young-licensor=0-scope=0-npi_present=1-paradigm=265-acceptability=0,The adults ever do praise the young driver that the senator had returned to.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=65-acceptability=0,"While the student discusses the hospitals, the waiters will ever arrive at the grocery stores.",96
experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=892-acceptability=1,The dancers wonder whether the students ever could care for the drivers.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5655-acceptability=0,"As the teacher knows, some senators were thinking that any essays might win.",experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=2473-acceptability=1,The pedestrian should bike to these public parks.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=5380-acceptability=0,Any men would explain that these actors had really remembered the boy.,97
experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=1-scope=1-npi_present=0-paradigm=930-acceptability=1,"From what the teacher heard, only the men clearly knew the pedestrians.",experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=161-acceptability=1,The people wonder whether the actresses fortunately see the senators.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=229-acceptability=1,"From what the man heard, the dancer had often thought that some men interacted.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=nice-licensor=0-scope=0-npi_present=0-paradigm=1482-acceptability=1,These people were investigating the nice girl that actors had hugged.,98
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=5570-acceptability=0,"Just as the person said, any ladies have thought that some essays discussed a dancer.",experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=241-acceptability=0,"If the boy dislikes the cafes, the student will ever sell the cups.",experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1896-acceptability=1,"While the student leaves the adults, the actresses will take those newspaper articles.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=0-npi_present=1-paradigm=1897-acceptability=0,The patients who explored some restaurants should ever return to more than three actors.,99
experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=565-acceptability=1,"While the man investigates the customers, the customer will also admire the cups.",experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=1-npi_present=1-paradigm=1311-acceptability=1,All waiters who ever attacked many adults do approach a lot of dancers.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=1-npi_present=1-paradigm=1715-acceptability=0,"From what the pedestrian heard, even the doctors should forget any guys.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=smallest-licensor=1-scope=1-npi_present=1-paradigm=977-acceptability=1,The ladies would insult the smallest cafes that the people had ever biked to.,100
experiment=NPI-env=only-npi=any-crucial_item=_-licensor=0-scope=0-npi_present=0-paradigm=1599-acceptability=1,"Just as the person said, those adults even love the cashiers.",experiment=NPI-env=superlative-npi=any-crucial_item=happiest-licensor=1-scope=0-npi_present=1-paradigm=1783-acceptability=0,Any movies are referencing the happiest pedestrians that boys had hated.,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=352-acceptability=0,"If the girl hates the guests, the actors will ever bike to the hospitals.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=1-npi_present=0-paradigm=1558-acceptability=1,The actresses who often liked those drivers described children.,101
experiment=NPI-env=superlative-npi=any-crucial_item=oldest-licensor=1-scope=1-npi_present=0-paradigm=1355-acceptability=1,The teachers hugged the oldest actress that these patients had investigated.,experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=1-npi_present=0-paradigm=1321-acceptability=1,The adults who have always attacked the boys remembered cafes.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=1-npi_present=1-paradigm=415-acceptability=1,The guest had not ever said that the students would assemble.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=0-paradigm=5012-acceptability=1,These teachers have not said that those gloves have shrunk.,102
experiment=NPI-env=superlative-npi=any-crucial_item=long-licensor=0-scope=1-npi_present=0-paradigm=1548-acceptability=1,The boys examined the long story that the senators had remembered.,experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=0-npi_present=0-paradigm=1418-acceptability=1,The teachers who will always see ladies leave these students.,experiment=NPI-env=only-npi=ever-crucial_item=_-licensor=0-scope=1-npi_present=0-paradigm=977-acceptability=1,"In the waiter's opinion, even a teacher can often escape from the guys.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=oldest-licensor=1-scope=0-npi_present=1-paradigm=418-acceptability=0,A student might ever have the oldest plate that the children had admired.,103
experiment=NPI-env=adverbs-npi=any-crucial_item=rarely-licensor=1-scope=0-npi_present=0-paradigm=1415-acceptability=1,The senator who rarely disliked pamphlets had cleaned these forks.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=1926-acceptability=0,The adult has ever talked about the plays.,experiment=NPI-env=adverbs-npi=ever-crucial_item=sometimes-licensor=0-scope=1-npi_present=0-paradigm=802-acceptability=1,The girls sometimes often said that the patient has scanned the books.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=every-licensor=1-scope=0-npi_present=1-paradigm=1585-acceptability=0,Every student who arrived at many cafes might ever sell a lot of books.,104
experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=3998-acceptability=0,The patient could skate around any grocery stores.,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=1726-acceptability=1,More than three actors who fortunately skated around a lot of movie theaters forget senators.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=1-paradigm=5821-acceptability=0,Those women were really imagining that any patients are stretching.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=322-acceptability=1,The waitresses wonder whether the girl ever works with the waiters.,105
experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=0-npi_present=1-paradigm=1343-acceptability=0,All waiters who have arrived at many restaurants ever observe the students.,experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=0-npi_present=0-paradigm=1618-acceptability=1,These drivers hug the serious people that actresses had forgotten.,experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=1-npi_present=0-paradigm=1333-acceptability=1,The lady who seldom did love the adults had worked with students.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=5414-acceptability=0,"Just as the child said, any women are explaining that no plays referenced the waitresses.",106
experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=1-npi_present=0-paradigm=1889-acceptability=1,The customer who obviously investigated a lot of waiters sees some plates.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=336-acceptability=0,"In the actress's opinion, some teachers have ever explained that the women do buy the newspaper article.",experiment=NPI-env=adverbs-npi=ever-crucial_item=barely-licensor=1-scope=1-npi_present=0-paradigm=944-acceptability=1,An adult barely obviously explained that the women had explored the library.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5110-acceptability=0,"According to the person, some ladies were explaining that any documentaries referenced the waitress.",107
experiment=NPI-env=superlative-npi=any-crucial_item=oldest-licensor=1-scope=0-npi_present=0-paradigm=1428-acceptability=1,These pamphlets had criticized the oldest hospital that women have skated around.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=864-acceptability=1,"As the student knows, no actor had certainly imagined that the customers wave.",experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=3177-acceptability=1,Had the students taken these cups?,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1355-acceptability=1,These drivers say that the cashier is breaking the plates.,108
experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=814-acceptability=0,Some patients who had brought many pants were investigating any art galleries.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=1115-acceptability=1,The students wonder whether the drivers are bringing any glasses.,experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=0-npi_present=1-paradigm=1169-acceptability=0,"In the dancer's opinion, any waitresses only could sell the plates.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=3764-acceptability=1,Might the people remember the public parks?,109
experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=0-npi_present=1-paradigm=1015-acceptability=0,A pedestrian who often kissed actors walks through any museums.,experiment=NPI-env=adverbs-npi=ever-crucial_item=barely-licensor=1-scope=0-npi_present=1-paradigm=934-acceptability=0,A child ever thought that the teenager barely approves.,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=706-acceptability=1,"If the boy buys the gloves, the adult will obviously break the plates.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=2944-acceptability=1,Were the customers approaching any actresses?,110
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5277-acceptability=1,"As the customer knows, the children will explain that some senators sell the chairs.",experiment=NPI-env=only-npi=any-crucial_item=_-licensor=1-scope=0-npi_present=0-paradigm=1640-acceptability=1,"As the adult knows, those pedestrians only were returning to the boys.",experiment=NPI-env=adverbs-npi=ever-crucial_item=rarely-licensor=1-scope=1-npi_present=1-paradigm=409-acceptability=1,The girls rarely ever say that the drivers cook.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=701-acceptability=0,"Just as the guest said, some student should ever say that the glasses shrank.",111
